disease,severity,tmean_c,rain_7d_mm,humidity_pct,risk_level
anthracnose,severe,34.45,39.84,86.5,HIGH
leaf_curl,moderate,28.41,0.13,82.2,CRITICAL
mosaic,severe,28.93,0.98,38.0,CRITICAL
mosaic,severe,27.79,21.5,59.1,CRITICAL
mites,mild,27.45,1.03,52.6,HIGH
anthracnose,moderate,28.21,1.13,81.7,HIGH
mites,moderate,28.13,35.76,59.1,MEDIUM
leaf_curl,mild,26.51,10.82,89.1,HIGH
mosaic,severe,28.95,25.55,84.8,CRITICAL
leaf_curl,severe,29.33,10.13,81.6,CRITICAL
mites,mild,30.31,6.13,50.3,MEDIUM
anthracnose,mild,31.11,3.83,74.0,MEDIUM
mosaic,severe,23.97,7.11,64.6,CRITICAL
mosaic,mild,26.79,3.54,50.2,HIGH
mites,mild,29.04,3.29,48.9,HIGH
mites,moderate,26.22,2.76,35.3,CRITICAL
leaf_curl,moderate,28.37,61.92,58.7,HIGH
leaf_curl,moderate,23.35,27.82,68.0,CRITICAL
mosaic,mild,27.38,5.12,66.2,HIGH
anthracnose,severe,27.6,11.15,68.1,HIGH
leaf_curl,mild,29.87,46.12,78.3,HIGH
mosaic,severe,27.4,1.04,78.3,CRITICAL
mosaic,moderate,24.72,24.92,70.1,MEDIUM
mosaic,mild,26.77,0.23,67.2,HIGH
leaf_curl,severe,33.28,55.53,83.4,CRITICAL
anthracnose,mild,22.94,8.2,79.3,LOW
anthracnose,mild,22.17,18.7,77.1,LOW
mites,moderate,26.15,12.68,71.0,MEDIUM
anthracnose,mild,23.71,76.09,88.7,HIGH
leaf_curl,moderate,21.19,35.33,90.4,HIGH
mosaic,severe,29.22,13.61,83.7,CRITICAL
leaf_curl,mild,26.24,12.91,81.7,HIGH
leaf_curl,moderate,31.87,48.25,60.2,HIGH
leaf_curl,severe,35.37,63.69,67.1,CRITICAL
mites,mild,29.47,4.43,66.3,HIGH
leaf_curl,moderate,24.73,16.81,85.8,CRITICAL
mites,moderate,31.79,5.78,46.1,CRITICAL
mites,mild,31.98,5.78,76.9,MEDIUM
mites,mild,30.8,6.33,47.8,MEDIUM
mites,mild,30.27,6.85,54.0,MEDIUM
mites,moderate,31.46,5.92,64.6,HIGH
mosaic,severe,22.98,10.41,61.7,HIGH
mosaic,moderate,35.62,17.07,75.2,MEDIUM
mites,severe,28.72,20.29,56.0,HIGH
mites,moderate,31.4,14.37,70.8,HIGH
anthracnose,mild,24.78,1.21,83.4,MEDIUM
mosaic,mild,25.1,17.29,40.5,HIGH
leaf_curl,moderate,23.16,23.86,87.9,CRITICAL
mites,severe,28.09,1.36,59.3,CRITICAL
mites,severe,37.01,16.99,53.8,CRITICAL
mites,moderate,29.52,0.14,63.0,CRITICAL
leaf_curl,mild,28.87,31.64,92.8,HIGH
leaf_curl,moderate,29.41,0.58,73.0,CRITICAL
mites,severe,30.04,10.01,61.4,CRITICAL
mosaic,severe,26.15,31.02,53.6,CRITICAL
anthracnose,severe,29.74,18.0,93.2,CRITICAL
mosaic,severe,26.6,56.7,80.7,HIGH
mites,moderate,36.49,1.43,45.1,CRITICAL
leaf_curl,severe,23.69,3.61,78.1,CRITICAL
mosaic,moderate,26.99,2.83,75.0,CRITICAL
leaf_curl,severe,36.94,14.73,82.3,CRITICAL
anthracnose,severe,29.48,9.58,67.7,HIGH
leaf_curl,moderate,34.37,4.74,87.9,HIGH
mosaic,mild,26.97,6.38,74.7,HIGH
mites,moderate,26.66,27.25,67.5,MEDIUM
leaf_curl,severe,25.91,26.79,86.7,CRITICAL
leaf_curl,mild,21.18,13.32,78.1,MEDIUM
leaf_curl,severe,24.62,1.12,84.9,CRITICAL
leaf_curl,moderate,31.11,33.95,73.8,CRITICAL
mosaic,moderate,30.31,41.83,50.9,HIGH
leaf_curl,moderate,27.99,139.71,79.8,CRITICAL
mosaic,severe,24.43,6.53,77.8,HIGH
mites,mild,30.4,1.77,66.8,HIGH
leaf_curl,moderate,32.67,2.62,80.2,CRITICAL
mites,moderate,32.04,1.09,68.1,CRITICAL
mites,severe,27.93,10.77,35.0,CRITICAL
anthracnose,severe,28.39,11.21,92.8,CRITICAL
leaf_curl,severe,32.67,45.52,73.5,CRITICAL
mosaic,mild,22.5,2.7,60.2,MEDIUM
mosaic,severe,25.71,9.47,73.0,CRITICAL
mites,severe,31.6,0.64,73.4,CRITICAL
anthracnose,severe,28.68,5.73,98.5,CRITICAL
anthracnose,moderate,31.7,0.71,60.8,MEDIUM
mites,moderate,28.28,7.66,40.9,CRITICAL
mosaic,mild,26.91,50.01,83.1,LOW
mites,severe,34.71,2.3,40.5,CRITICAL
leaf_curl,severe,24.44,43.49,74.7,CRITICAL
leaf_curl,severe,28.24,19.28,67.1,CRITICAL
leaf_curl,mild,29.06,8.12,96.9,MEDIUM
mites,moderate,32.11,0.36,46.0,CRITICAL
anthracnose,mild,30.09,18.63,72.6,MEDIUM
mites,moderate,31.63,11.81,54.0,CRITICAL
mosaic,severe,28.02,19.72,58.2,CRITICAL
mosaic,severe,30.45,4.08,81.6,CRITICAL
mites,mild,31.32,2.85,44.2,HIGH
mosaic,moderate,26.65,12.72,44.3,CRITICAL
leaf_curl,moderate,27.96,13.11,78.0,CRITICAL
leaf_curl,mild,31.78,62.98,85.8,MEDIUM
anthracnose,severe,24.68,3.17,75.0,HIGH
leaf_curl,mild,29.29,28.09,81.0,HIGH
leaf_curl,severe,27.37,10.04,85.6,CRITICAL
anthracnose,severe,31.07,24.86,69.9,CRITICAL
leaf_curl,severe,35.5,7.29,70.8,CRITICAL
mites,moderate,33.79,0.17,59.7,CRITICAL
mites,moderate,27.44,33.1,63.1,MEDIUM
mites,severe,32.12,10.99,74.8,CRITICAL
mites,moderate,28.57,19.82,51.7,HIGH
mosaic,mild,30.54,6.81,63.4,HIGH
anthracnose,severe,21.5,0.77,62.7,MEDIUM
anthracnose,mild,19.07,72.09,73.0,MEDIUM
leaf_curl,severe,29.6,3.76,74.0,CRITICAL
mites,moderate,28.4,4.92,41.7,CRITICAL
leaf_curl,severe,26.93,60.89,83.0,CRITICAL
mosaic,mild,30.21,8.44,53.7,HIGH
mites,severe,27.31,16.28,61.2,MEDIUM
mosaic,moderate,30.39,9.98,66.9,CRITICAL
mosaic,mild,28.17,10.08,55.4,HIGH
mites,severe,22.5,11.9,63.0,MEDIUM
anthracnose,moderate,29.4,15.46,78.7,MEDIUM
mosaic,mild,28.68,43.99,76.5,LOW
mites,mild,32.44,1.03,66.1,HIGH
leaf_curl,moderate,37.11,3.73,71.5,CRITICAL
leaf_curl,mild,20.56,67.65,70.2,MEDIUM
anthracnose,mild,24.81,21.63,66.7,MEDIUM
mosaic,mild,25.1,10.95,71.3,MEDIUM
mites,severe,26.57,4.98,43.4,CRITICAL
mites,mild,31.53,13.1,96.5,MEDIUM
mosaic,moderate,24.96,84.13,58.0,MEDIUM
leaf_curl,severe,28.11,86.85,65.4,CRITICAL
anthracnose,moderate,27.73,3.22,84.9,HIGH
leaf_curl,moderate,30.47,50.98,73.4,CRITICAL
mites,moderate,30.69,19.05,75.5,MEDIUM
anthracnose,moderate,32.57,31.58,93.6,MEDIUM
anthracnose,severe,31.33,91.8,87.8,CRITICAL
anthracnose,severe,31.71,1.59,74.4,HIGH
mites,moderate,32.92,15.71,69.5,MEDIUM
anthracnose,moderate,30.59,9.2,78.2,MEDIUM
mites,moderate,26.74,7.27,67.9,MEDIUM
anthracnose,severe,25.83,51.61,97.0,CRITICAL
mosaic,moderate,34.69,22.27,84.9,HIGH
mites,severe,24.68,3.37,66.7,CRITICAL
leaf_curl,moderate,27.1,41.51,83.6,CRITICAL
leaf_curl,severe,30.66,29.61,57.7,CRITICAL
anthracnose,mild,26.98,2.91,84.6,MEDIUM
anthracnose,mild,30.57,33.39,75.6,MEDIUM
mites,mild,27.94,6.86,59.3,MEDIUM
mosaic,severe,28.35,8.55,61.7,CRITICAL
mites,mild,28.04,9.67,64.7,MEDIUM
mites,moderate,25.79,6.19,52.3,HIGH
leaf_curl,moderate,26.48,3.54,78.1,CRITICAL
anthracnose,severe,34.18,35.17,65.4,HIGH
leaf_curl,mild,29.85,14.7,86.5,HIGH
mosaic,severe,27.31,1.68,67.8,CRITICAL
mosaic,mild,26.97,31.75,85.6,LOW
anthracnose,moderate,23.86,51.99,65.3,HIGH
mosaic,severe,27.2,4.07,52.1,CRITICAL
leaf_curl,moderate,25.24,24.79,69.8,CRITICAL
mosaic,severe,31.88,5.31,57.6,CRITICAL
leaf_curl,moderate,24.33,35.84,79.4,CRITICAL
mosaic,severe,29.15,1.95,46.6,CRITICAL
mites,mild,30.12,4.79,45.8,HIGH
mosaic,severe,34.36,69.58,55.1,CRITICAL
leaf_curl,severe,29.44,54.43,75.5,CRITICAL
mosaic,moderate,33.52,18.41,48.2,CRITICAL
leaf_curl,moderate,37.41,37.93,75.9,CRITICAL
anthracnose,severe,24.69,125.15,70.0,CRITICAL
mites,moderate,27.95,18.99,70.7,LOW
mosaic,mild,29.1,1.76,62.2,HIGH
mosaic,severe,28.31,4.09,52.0,CRITICAL
mites,severe,30.95,43.15,75.2,MEDIUM
mites,moderate,35.25,6.63,52.6,CRITICAL
anthracnose,mild,38.0,43.59,73.2,LOW
mosaic,moderate,37.18,41.28,64.1,MEDIUM
mites,severe,31.31,8.7,52.6,CRITICAL
anthracnose,mild,25.03,37.04,96.7,HIGH
anthracnose,severe,32.49,9.89,83.9,MEDIUM
mites,severe,29.51,22.77,55.0,CRITICAL
mites,severe,28.99,1.44,54.6,CRITICAL
leaf_curl,mild,27.15,49.64,72.2,HIGH
anthracnose,moderate,27.18,19.41,75.0,MEDIUM
mosaic,mild,23.41,9.0,56.4,MEDIUM
anthracnose,mild,28.07,13.24,72.9,MEDIUM
leaf_curl,mild,27.35,4.37,76.3,HIGH
anthracnose,moderate,31.21,20.83,80.2,CRITICAL
anthracnose,severe,25.17,49.81,81.9,CRITICAL
anthracnose,moderate,28.59,58.38,78.3,CRITICAL
leaf_curl,moderate,27.46,21.76,73.5,CRITICAL
mites,mild,33.26,0.08,56.7,HIGH
mites,severe,34.77,7.86,79.7,CRITICAL
anthracnose,mild,23.74,4.21,74.7,LOW
leaf_curl,moderate,26.35,26.2,74.1,CRITICAL
mites,mild,26.99,40.95,64.0,LOW
mosaic,severe,27.03,10.36,63.1,CRITICAL
mites,severe,31.97,6.69,56.5,CRITICAL
leaf_curl,severe,27.99,7.15,75.8,CRITICAL
anthracnose,moderate,24.9,110.55,77.8,CRITICAL
leaf_curl,mild,34.31,11.04,78.8,HIGH
anthracnose,severe,20.63,8.88,67.4,MEDIUM
mosaic,severe,30.65,36.02,64.3,CRITICAL
anthracnose,moderate,30.28,17.29,95.0,HIGH
mosaic,severe,32.53,10.09,82.0,CRITICAL
anthracnose,severe,32.4,35.68,67.6,HIGH
leaf_curl,severe,20.57,60.31,77.7,CRITICAL
mosaic,moderate,31.25,25.11,68.0,HIGH
mosaic,mild,29.32,6.22,48.5,HIGH
anthracnose,moderate,29.92,24.09,72.6,HIGH
leaf_curl,moderate,27.51,33.95,72.9,CRITICAL
mosaic,mild,25.27,0.46,57.8,HIGH
mosaic,moderate,28.86,21.17,72.1,HIGH
mites,moderate,32.7,27.53,52.7,HIGH
leaf_curl,mild,34.94,23.73,62.9,MEDIUM
mosaic,severe,24.6,23.94,72.9,HIGH
anthracnose,moderate,30.44,14.98,81.8,HIGH
mosaic,moderate,30.29,26.56,62.2,HIGH
mosaic,severe,30.35,6.09,60.5,CRITICAL
leaf_curl,moderate,25.82,12.38,63.9,CRITICAL
anthracnose,moderate,29.31,2.84,72.9,MEDIUM
leaf_curl,mild,23.6,31.44,92.6,HIGH
anthracnose,severe,29.92,7.69,85.5,CRITICAL
mosaic,severe,23.48,21.0,77.2,MEDIUM
anthracnose,mild,31.85,4.19,81.7,MEDIUM
leaf_curl,mild,23.23,67.56,77.8,HIGH
mosaic,severe,30.61,13.91,62.1,CRITICAL
anthracnose,mild,28.71,11.92,88.4,MEDIUM
mites,mild,34.41,18.1,52.9,MEDIUM
mosaic,moderate,30.42,8.52,78.4,CRITICAL
leaf_curl,severe,23.67,38.48,83.1,CRITICAL
mites,severe,27.24,9.46,65.3,HIGH
mites,mild,31.95,3.37,70.8,MEDIUM
mites,mild,32.37,1.07,45.8,HIGH
leaf_curl,severe,24.73,14.44,73.2,CRITICAL
leaf_curl,moderate,28.41,4.55,80.8,CRITICAL
anthracnose,moderate,21.53,86.87,91.5,CRITICAL
anthracnose,severe,31.94,30.31,88.8,CRITICAL
leaf_curl,mild,28.77,2.61,87.5,MEDIUM
anthracnose,moderate,30.46,27.33,59.6,HIGH
mosaic,severe,29.89,30.1,79.2,HIGH
leaf_curl,moderate,25.19,33.7,86.9,CRITICAL
leaf_curl,severe,22.33,0.16,71.7,CRITICAL
anthracnose,moderate,27.65,3.84,73.4,MEDIUM
mosaic,mild,28.87,1.89,65.6,HIGH
anthracnose,severe,32.04,41.59,70.9,HIGH
mosaic,severe,31.54,2.21,54.6,CRITICAL
mites,severe,28.88,7.8,57.9,CRITICAL
leaf_curl,moderate,25.42,29.1,52.0,CRITICAL
mosaic,mild,30.76,14.29,62.2,MEDIUM
leaf_curl,moderate,28.12,2.4,69.8,CRITICAL
mosaic,mild,34.64,6.28,66.7,HIGH
mites,severe,31.24,8.5,38.6,CRITICAL
leaf_curl,severe,36.31,7.12,87.4,CRITICAL
anthracnose,moderate,28.64,1.1,70.9,MEDIUM
anthracnose,severe,25.82,44.99,90.9,CRITICAL
mites,moderate,27.47,16.62,46.1,MEDIUM
anthracnose,severe,26.51,2.73,90.2,CRITICAL
mites,mild,32.85,9.26,54.5,MEDIUM
mites,moderate,27.23,36.57,49.8,MEDIUM
leaf_curl,moderate,27.04,44.35,78.7,CRITICAL
leaf_curl,mild,28.92,32.97,75.3,HIGH
anthracnose,moderate,26.21,2.06,62.7,MEDIUM
leaf_curl,moderate,28.53,32.81,100.0,CRITICAL
leaf_curl,severe,28.04,36.27,76.5,CRITICAL
mosaic,mild,27.26,33.46,86.6,LOW
mosaic,severe,27.21,25.65,55.5,CRITICAL
anthracnose,moderate,21.41,5.93,78.9,MEDIUM
mosaic,mild,35.44,11.91,56.3,MEDIUM
mites,moderate,30.35,4.14,62.6,CRITICAL
mites,severe,25.13,9.15,55.2,HIGH
anthracnose,moderate,22.35,35.35,66.0,HIGH
anthracnose,moderate,24.99,19.24,77.6,MEDIUM
anthracnose,moderate,27.11,34.04,67.5,HIGH
leaf_curl,moderate,30.08,18.16,78.9,CRITICAL
anthracnose,mild,23.32,44.02,64.4,MEDIUM
anthracnose,mild,30.26,42.41,85.4,HIGH
anthracnose,moderate,29.4,38.09,96.2,CRITICAL
anthracnose,mild,30.48,36.45,92.7,HIGH
leaf_curl,severe,29.35,1.29,81.8,CRITICAL
mites,mild,31.6,4.65,65.9,HIGH
leaf_curl,mild,27.04,45.16,86.3,MEDIUM
mites,moderate,27.05,10.67,65.4,MEDIUM
mosaic,mild,32.13,0.3,62.7,HIGH
anthracnose,moderate,28.78,55.0,82.3,CRITICAL
mosaic,severe,32.69,11.8,31.3,CRITICAL
anthracnose,mild,22.72,43.51,92.6,MEDIUM
anthracnose,moderate,36.14,10.42,81.3,MEDIUM
leaf_curl,mild,25.88,134.86,68.7,HIGH
leaf_curl,moderate,23.74,5.45,91.8,HIGH
anthracnose,severe,28.29,28.28,64.9,CRITICAL
mites,mild,32.45,24.75,47.8,MEDIUM
mites,severe,33.37,1.52,54.4,CRITICAL
anthracnose,moderate,28.88,1.89,92.3,HIGH
anthracnose,mild,32.55,6.73,71.7,LOW
leaf_curl,severe,24.08,43.09,68.2,CRITICAL
anthracnose,severe,25.41,48.81,77.3,CRITICAL
leaf_curl,mild,28.9,4.94,82.1,HIGH
leaf_curl,severe,24.93,0.3,82.8,CRITICAL
leaf_curl,severe,26.16,56.84,83.0,CRITICAL
mosaic,mild,31.19,36.31,48.7,MEDIUM
anthracnose,severe,27.8,23.58,72.7,CRITICAL
mosaic,mild,34.11,9.38,60.5,HIGH
anthracnose,severe,29.99,2.64,66.2,HIGH
mosaic,moderate,28.15,3.89,63.9,CRITICAL
mosaic,moderate,25.88,88.38,59.6,HIGH
anthracnose,moderate,30.24,0.53,92.9,HIGH
leaf_curl,moderate,32.34,18.54,62.5,CRITICAL
mosaic,moderate,25.06,4.13,93.0,CRITICAL
leaf_curl,mild,28.95,75.37,83.2,HIGH
anthracnose,mild,25.57,57.58,100.0,HIGH
mites,mild,33.15,22.31,66.6,MEDIUM
mites,moderate,27.21,2.22,50.1,CRITICAL
mites,mild,31.38,14.71,53.6,MEDIUM
anthracnose,moderate,29.96,42.23,83.2,CRITICAL
mosaic,moderate,33.51,15.93,63.1,HIGH
mites,moderate,30.03,32.42,55.6,MEDIUM
mites,mild,29.52,3.32,58.5,HIGH
mites,mild,32.54,7.18,42.8,MEDIUM
mosaic,mild,33.46,1.63,51.5,HIGH
mites,mild,34.06,2.12,53.6,HIGH
leaf_curl,severe,21.69,9.42,69.4,CRITICAL
mites,moderate,26.44,3.56,53.8,CRITICAL
leaf_curl,severe,27.51,63.05,61.1,CRITICAL
mites,moderate,31.05,0.55,72.9,CRITICAL
leaf_curl,moderate,27.02,2.79,81.4,CRITICAL
mites,severe,27.08,9.25,57.3,HIGH
leaf_curl,mild,29.38,11.85,86.8,HIGH
leaf_curl,moderate,27.85,51.11,85.5,HIGH
mosaic,severe,24.32,2.76,50.9,CRITICAL
mites,mild,27.41,1.83,46.3,HIGH
mosaic,mild,30.8,12.95,56.0,HIGH
anthracnose,severe,25.16,48.03,81.6,CRITICAL
leaf_curl,severe,31.84,41.28,89.0,CRITICAL
mites,severe,27.57,4.26,50.3,CRITICAL
mites,mild,29.82,26.17,57.2,MEDIUM
anthracnose,moderate,31.19,39.08,89.8,CRITICAL
mites,severe,27.74,2.03,66.5,CRITICAL
anthracnose,moderate,27.97,15.65,66.9,MEDIUM
anthracnose,severe,31.08,46.6,86.6,CRITICAL
mosaic,mild,26.8,9.2,64.9,HIGH
anthracnose,moderate,30.51,53.81,82.7,CRITICAL
mosaic,mild,27.5,9.19,85.3,MEDIUM
leaf_curl,mild,26.02,0.31,76.8,HIGH
anthracnose,moderate,31.83,28.7,71.0,HIGH
mosaic,moderate,26.08,30.59,65.5,HIGH
anthracnose,moderate,30.99,93.33,97.1,CRITICAL
mosaic,moderate,31.8,27.29,68.4,HIGH
mites,moderate,27.04,0.51,66.2,HIGH
mosaic,severe,33.19,17.41,56.2,CRITICAL
leaf_curl,moderate,25.08,41.8,85.7,HIGH
leaf_curl,severe,28.43,100.83,81.9,CRITICAL
anthracnose,severe,18.0,17.41,71.1,LOW
mosaic,moderate,32.24,25.05,45.1,CRITICAL
mosaic,severe,34.41,14.18,57.7,CRITICAL
leaf_curl,moderate,27.17,39.57,88.4,CRITICAL
mites,severe,27.51,22.09,38.4,HIGH
mites,mild,30.33,14.74,54.4,MEDIUM
mites,moderate,27.44,13.1,47.8,HIGH
anthracnose,moderate,22.85,6.12,88.2,MEDIUM
anthracnose,moderate,25.85,35.49,62.4,HIGH
anthracnose,severe,27.91,56.05,68.2,CRITICAL
mites,moderate,30.22,2.43,41.4,CRITICAL
mites,severe,31.51,17.99,57.2,HIGH
anthracnose,severe,31.68,3.34,64.7,HIGH
mosaic,severe,25.49,1.44,60.4,CRITICAL
leaf_curl,moderate,23.7,75.12,69.0,CRITICAL
mites,moderate,27.84,13.07,51.4,HIGH
anthracnose,severe,29.59,83.12,79.2,CRITICAL
anthracnose,mild,29.18,19.98,80.4,MEDIUM
anthracnose,moderate,30.41,18.52,71.6,MEDIUM
mosaic,moderate,32.81,6.7,50.5,CRITICAL
anthracnose,mild,31.52,161.7,83.8,HIGH
anthracnose,moderate,30.56,18.28,84.1,HIGH
leaf_curl,moderate,28.94,27.53,75.1,CRITICAL
mosaic,moderate,35.25,4.33,54.6,CRITICAL
leaf_curl,moderate,22.47,65.88,71.4,CRITICAL
leaf_curl,severe,21.93,20.6,76.5,CRITICAL
leaf_curl,mild,28.89,40.4,69.4,HIGH
leaf_curl,mild,32.92,41.88,91.6,MEDIUM
anthracnose,mild,23.2,67.49,78.2,MEDIUM
mites,moderate,32.61,11.57,79.8,HIGH
leaf_curl,severe,27.23,24.21,62.5,CRITICAL
leaf_curl,moderate,27.59,12.9,88.1,CRITICAL
mosaic,moderate,23.13,0.34,84.6,MEDIUM
leaf_curl,moderate,26.99,2.81,47.9,CRITICAL
anthracnose,severe,25.72,38.12,64.4,CRITICAL
leaf_curl,mild,31.11,0.73,68.5,HIGH
mosaic,severe,29.53,15.23,61.2,CRITICAL
leaf_curl,moderate,25.59,10.58,82.3,CRITICAL
anthracnose,moderate,36.21,5.73,57.3,LOW
anthracnose,mild,29.62,14.7,71.4,MEDIUM
mites,moderate,30.03,3.97,79.9,CRITICAL
anthracnose,moderate,24.94,2.14,65.8,MEDIUM
anthracnose,mild,32.19,147.11,71.2,MEDIUM
mites,moderate,28.26,54.36,81.4,MEDIUM
leaf_curl,severe,26.92,32.08,94.9,CRITICAL
mites,mild,30.97,25.36,31.5,MEDIUM
mites,severe,26.15,11.11,65.6,HIGH
anthracnose,severe,33.39,12.84,86.2,MEDIUM
mites,severe,34.67,3.18,66.6,CRITICAL
leaf_curl,severe,26.07,9.04,81.3,CRITICAL
mosaic,mild,28.14,6.76,50.2,HIGH
mosaic,mild,31.46,11.37,71.5,MEDIUM
anthracnose,moderate,32.74,24.13,72.1,MEDIUM
leaf_curl,moderate,30.37,18.38,89.0,CRITICAL
leaf_curl,severe,26.15,2.55,90.7,CRITICAL
anthracnose,severe,36.04,23.63,85.5,HIGH
mites,moderate,29.84,4.38,48.7,CRITICAL
mites,mild,31.94,4.19,70.9,MEDIUM
mosaic,mild,25.84,1.24,64.4,HIGH
mosaic,severe,24.41,20.07,77.3,MEDIUM
mosaic,moderate,31.48,2.38,45.0,CRITICAL
anthracnose,moderate,28.9,30.73,75.2,HIGH
anthracnose,severe,25.63,66.73,87.1,CRITICAL
anthracnose,severe,29.21,2.31,70.3,HIGH
leaf_curl,mild,27.97,16.61,65.4,HIGH
anthracnose,mild,32.74,10.03,72.3,LOW
anthracnose,moderate,30.36,18.06,75.8,MEDIUM
anthracnose,mild,28.9,16.31,70.8,MEDIUM
anthracnose,moderate,32.29,30.98,70.4,MEDIUM
anthracnose,severe,28.61,16.22,60.7,HIGH
mosaic,severe,28.7,1.47,71.4,CRITICAL
leaf_curl,severe,27.18,36.24,72.4,CRITICAL
mosaic,severe,30.0,34.23,64.1,CRITICAL
anthracnose,mild,26.14,47.47,70.0,MEDIUM
mosaic,severe,28.87,30.26,76.7,HIGH
mites,moderate,27.58,10.98,67.9,MEDIUM
mites,mild,28.09,3.26,77.6,MEDIUM
mosaic,moderate,34.19,5.76,46.6,CRITICAL
leaf_curl,mild,31.31,11.88,87.0,HIGH
mosaic,severe,31.98,23.96,63.1,CRITICAL
anthracnose,severe,22.68,4.31,87.4,HIGH
anthracnose,severe,27.22,115.94,94.3,CRITICAL
mosaic,mild,32.99,2.55,75.1,MEDIUM
anthracnose,severe,26.73,2.16,82.3,CRITICAL
anthracnose,severe,25.67,9.26,100.0,CRITICAL
mites,mild,34.15,4.78,45.8,HIGH
mosaic,mild,27.4,1.33,60.8,HIGH
mosaic,moderate,29.11,13.57,72.2,HIGH
mosaic,moderate,31.24,4.8,50.3,CRITICAL
leaf_curl,moderate,32.82,41.75,87.5,HIGH
mites,severe,31.46,4.18,82.6,CRITICAL
anthracnose,severe,28.61,48.56,85.8,CRITICAL
leaf_curl,mild,21.77,10.97,82.6,MEDIUM
mosaic,mild,29.4,30.41,68.7,MEDIUM
leaf_curl,severe,27.47,23.9,75.4,CRITICAL
leaf_curl,mild,22.67,39.35,78.8,HIGH
leaf_curl,moderate,30.27,29.24,82.1,CRITICAL
mites,moderate,30.48,0.64,72.5,CRITICAL
anthracnose,severe,26.24,3.58,88.7,CRITICAL
mosaic,severe,29.69,24.59,64.0,CRITICAL
mosaic,moderate,35.18,14.32,50.2,HIGH
leaf_curl,moderate,22.82,6.11,83.7,CRITICAL
mites,severe,34.31,2.89,70.2,CRITICAL
leaf_curl,mild,24.89,14.19,91.2,HIGH
anthracnose,mild,24.27,0.81,68.7,MEDIUM
mosaic,severe,29.82,0.1,53.4,CRITICAL
mosaic,mild,30.05,19.69,75.9,MEDIUM
leaf_curl,severe,32.77,0.63,73.5,CRITICAL
leaf_curl,severe,21.33,26.97,84.3,CRITICAL
leaf_curl,moderate,25.48,48.09,59.2,HIGH
anthracnose,moderate,30.31,59.59,73.1,CRITICAL
mites,moderate,28.75,6.73,58.1,HIGH
anthracnose,moderate,29.4,48.65,87.3,CRITICAL
mosaic,moderate,25.22,3.42,52.8,CRITICAL
mosaic,mild,29.63,7.25,55.0,HIGH
anthracnose,severe,27.33,2.7,97.3,CRITICAL
leaf_curl,mild,28.51,20.83,62.5,HIGH
mites,severe,30.24,3.08,48.4,CRITICAL
mosaic,mild,29.24,20.27,92.3,MEDIUM
anthracnose,mild,29.3,49.82,84.7,HIGH
mosaic,moderate,26.68,6.41,59.8,CRITICAL
mosaic,mild,31.04,14.95,59.7,HIGH
anthracnose,severe,24.95,2.68,69.5,HIGH
mosaic,severe,27.9,24.37,62.1,CRITICAL
leaf_curl,severe,31.01,6.4,74.8,CRITICAL
mites,moderate,34.25,1.18,72.8,CRITICAL
mites,severe,34.68,14.03,77.6,CRITICAL
anthracnose,mild,32.79,6.19,76.6,LOW
anthracnose,severe,26.25,66.36,73.6,CRITICAL
mosaic,mild,28.3,13.69,64.9,MEDIUM
leaf_curl,mild,29.23,5.84,77.2,HIGH
mosaic,moderate,31.39,30.44,60.6,HIGH
mosaic,moderate,24.37,2.54,53.4,HIGH
mites,moderate,27.67,1.51,45.0,CRITICAL
mites,moderate,28.87,14.93,43.1,CRITICAL
leaf_curl,moderate,22.55,49.77,86.2,HIGH
mosaic,moderate,27.37,8.11,55.6,CRITICAL
anthracnose,moderate,28.56,51.87,62.3,CRITICAL
mosaic,mild,30.87,36.95,79.7,LOW
leaf_curl,moderate,28.6,42.34,71.8,CRITICAL
leaf_curl,mild,30.82,52.43,82.4,HIGH
mosaic,mild,28.78,33.68,71.1,MEDIUM
leaf_curl,severe,28.12,19.1,65.4,CRITICAL
anthracnose,moderate,34.97,0.77,67.6,LOW
mosaic,moderate,32.33,7.31,61.3,CRITICAL
anthracnose,severe,29.05,29.32,80.1,CRITICAL
mosaic,severe,31.24,1.14,69.0,CRITICAL
leaf_curl,moderate,27.59,21.96,79.0,CRITICAL
leaf_curl,mild,26.73,72.09,81.8,HIGH
mosaic,mild,27.8,26.04,55.1,HIGH
leaf_curl,mild,30.25,10.41,66.7,HIGH
anthracnose,mild,29.93,21.56,80.4,HIGH
mites,mild,32.09,7.93,48.8,MEDIUM
mosaic,severe,32.91,13.49,66.1,CRITICAL
anthracnose,moderate,29.26,7.71,83.4,HIGH
mites,moderate,33.1,0.41,66.6,CRITICAL
mosaic,moderate,30.65,5.24,66.7,CRITICAL
mites,severe,26.93,28.25,55.1,MEDIUM
mites,severe,33.62,19.14,78.2,MEDIUM
mosaic,mild,26.42,27.9,72.4,MEDIUM
anthracnose,severe,30.35,2.36,81.5,CRITICAL
leaf_curl,severe,27.66,18.99,74.5,CRITICAL
anthracnose,mild,28.71,72.06,82.3,HIGH
mosaic,mild,28.23,7.88,59.1,HIGH
mites,moderate,28.2,5.71,49.2,CRITICAL
mosaic,moderate,26.87,1.14,40.9,CRITICAL
leaf_curl,severe,30.42,26.43,68.0,CRITICAL
mosaic,moderate,23.32,8.98,47.3,HIGH
mites,severe,32.45,3.38,74.5,CRITICAL
