green_ratio,yellow_ratio,orange_ratio,avg_temp,max_temp,min_temp,ripeness_stage,taste,quality_grade,buying_recommendation
0.298,0.689,0.014,13.18,14.96,11.01,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.267,0.656,0.078,30.27,32.12,26.91,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.256,0.688,0.055,25.52,28.23,23.03,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.937,0.075,0.01,25.54,28.01,23.07,Unripe,Bitter vegetal,Grade_3,Do not buy
0.066,0.726,0.208,23.26,26.59,21.16,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.698,0.343,0.01,25.25,27.79,22.44,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.452,0.404,0.143,24.42,26.41,21.9,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.821,0.113,0.066,14.01,15.86,11.64,Unripe,Bland or bitter,Grade_3,Do not buy
0.674,0.205,0.121,30.71,34.1,28.41,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.103,0.618,0.279,32.99,36.04,29.77,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.328,0.596,0.077,31.81,35.25,28.42,Mostly Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.118,0.72,0.162,31.09,34.52,28.06,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.748,0.211,0.041,32.61,35.52,29.74,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.653,0.293,0.054,29.65,32.64,27.43,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.927,0.069,0.01,29.93,31.96,26.64,Unripe,Bitter vegetal,Grade_3,Do not buy
0.811,0.13,0.059,13.27,14.93,10.35,Unripe,Bland or bitter,Grade_3,Do not buy
0.457,0.402,0.14,27.11,30.17,24.11,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.266,0.675,0.059,23.31,25.82,20.11,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.136,0.692,0.171,32.45,34.08,29.66,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.305,0.62,0.074,15.26,17.89,11.94,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.095,0.702,0.203,23.11,25.2,21.34,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.304,0.583,0.113,23.88,26.56,20.9,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.556,0.263,0.181,27.25,29.42,24.35,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.719,0.319,0.01,26.25,27.91,23.09,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.24,0.68,0.08,13.27,14.97,10.28,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.527,0.498,0.01,27.17,30.44,25.49,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.659,0.218,0.124,14.41,17.66,10.95,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.452,0.525,0.023,24.61,27.37,21.65,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.624,0.243,0.133,24.94,27.43,23.27,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.839,0.045,0.116,13.67,16.06,10.38,Unripe,Bland or bitter,Grade_3,Do not buy
0.902,0.104,0.01,15.12,17.66,12.99,Unripe,Bitter vegetal,Grade_3,Do not buy
0.292,0.659,0.05,14.0,16.29,10.6,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.075,0.741,0.184,15.86,17.38,12.84,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.884,0.138,0.01,31.66,33.43,29.25,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.627,0.357,0.016,13.48,15.53,10.82,Color Break,Bland or bitter,Grade_2,Can buy and ripen
0.562,0.23,0.208,29.18,30.86,26.8,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.803,0.072,0.125,32.44,34.27,29.72,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.9,0.11,0.01,13.66,15.83,10.49,Unripe,Bland or bitter,Grade_3,Do not buy
0.122,0.653,0.226,27.2,28.83,23.96,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.877,0.101,0.022,30.16,33.3,27.32,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.248,0.667,0.084,14.48,17.62,11.42,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.101,0.637,0.261,25.32,28.2,22.73,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.885,0.043,0.072,22.93,24.57,20.07,Unripe,Bitter vegetal,Grade_3,Do not buy
0.559,0.25,0.191,30.47,33.6,27.86,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.801,0.092,0.107,31.86,34.8,28.55,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.157,0.617,0.226,22.98,25.35,19.51,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.161,0.658,0.181,32.85,36.15,29.97,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.602,0.38,0.018,29.94,32.13,26.73,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.12,0.715,0.165,23.64,25.56,21.07,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.646,0.3,0.053,13.74,15.73,11.73,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.937,0.09,0.01,30.61,32.76,28.62,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.632,0.332,0.036,28.62,30.9,27.09,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.14,0.679,0.181,15.55,17.82,12.44,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.427,0.431,0.142,13.19,15.35,11.55,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.727,0.235,0.038,25.72,27.8,24.2,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.073,0.663,0.264,13.36,15.08,11.48,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.547,0.402,0.05,25.08,28.44,22.47,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.143,0.65,0.207,24.5,26.73,22.55,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.145,0.716,0.139,15.89,19.35,12.49,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.545,0.543,0.01,26.21,29.59,23.74,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.749,0.335,0.01,23.09,26.27,19.79,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.44,0.407,0.153,22.83,25.65,20.6,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.69,0.337,0.01,30.43,33.81,28.72,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.06,0.728,0.212,26.33,28.62,22.99,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.656,0.341,0.01,28.85,31.95,27.07,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.194,0.637,0.169,31.04,33.2,28.73,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.504,0.465,0.031,25.02,27.22,23.46,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.546,0.494,0.01,30.7,33.29,28.56,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.912,0.12,0.01,22.73,25.87,19.87,Unripe,Bitter vegetal,Grade_3,Do not buy
0.134,0.708,0.158,23.25,25.34,21.27,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.114,0.657,0.229,31.09,33.79,29.05,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.627,0.311,0.063,25.71,29.18,23.23,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.338,0.632,0.03,26.06,27.78,24.02,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.146,0.64,0.214,23.49,26.34,21.85,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.269,0.583,0.148,29.24,32.02,25.84,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.807,0.125,0.068,31.65,33.89,29.1,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.361,0.507,0.132,26.64,28.95,23.93,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.301,0.66,0.039,30.25,33.18,26.78,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.104,0.641,0.255,28.89,32.3,26.46,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.463,0.513,0.024,26.78,28.32,24.22,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.161,0.633,0.207,31.47,33.47,28.96,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.176,0.681,0.143,28.79,30.37,26.57,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.72,0.352,0.01,24.57,27.26,21.56,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.493,0.531,0.01,32.88,35.43,31.1,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.333,0.689,0.01,30.69,33.88,27.28,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.682,0.303,0.015,31.13,32.92,29.35,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.122,0.665,0.214,28.21,29.96,25.91,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.349,0.576,0.075,27.08,29.0,25.38,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.597,0.238,0.165,23.93,26.27,21.59,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.639,0.283,0.078,32.41,35.11,29.64,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.493,0.516,0.01,23.69,25.66,20.23,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.623,0.234,0.144,14.5,17.16,12.34,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.318,0.664,0.018,15.16,17.38,12.0,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.944,0.142,0.01,13.49,15.43,11.31,Unripe,Bland or bitter,Grade_3,Do not buy
0.088,0.746,0.166,27.43,30.63,24.8,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.176,0.608,0.216,13.26,15.85,11.61,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.207,0.563,0.23,32.51,35.02,29.38,Mostly Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.088,0.62,0.292,25.5,28.91,23.19,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.066,0.68,0.254,13.86,15.54,12.2,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.63,0.364,0.01,26.18,28.02,24.56,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.209,0.637,0.154,30.07,33.49,28.45,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.705,0.262,0.033,29.65,32.57,27.08,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.505,0.487,0.01,26.17,29.33,24.66,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.7,0.21,0.09,15.85,18.25,12.56,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.508,0.419,0.073,30.98,32.65,28.18,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.86,0.098,0.042,13.69,16.75,11.65,Unripe,Bland or bitter,Grade_3,Do not buy
0.179,0.594,0.227,14.52,16.06,12.83,Mostly Ripe,Bland or bitter,Grade_2,Highly recommended
0.379,0.412,0.209,15.69,18.55,12.34,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.881,0.135,0.01,13.37,16.54,11.32,Unripe,Bland or bitter,Grade_3,Do not buy
0.097,0.669,0.235,30.99,33.4,27.94,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.639,0.205,0.156,15.13,17.64,12.34,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.858,0.053,0.089,32.47,34.68,29.35,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.485,0.406,0.109,14.05,15.6,12.05,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.168,0.6,0.231,26.08,28.15,22.81,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.09,0.66,0.25,32.88,34.44,30.49,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.104,0.72,0.175,31.91,34.09,30.17,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.897,0.15,0.01,13.7,15.47,10.88,Unripe,Bland or bitter,Grade_3,Do not buy
0.921,0.082,0.01,27.06,29.05,23.78,Unripe,Bitter vegetal,Grade_3,Do not buy
0.733,0.284,0.01,23.33,25.49,19.96,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.137,0.671,0.192,26.05,28.65,24.01,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.15,0.688,0.162,32.23,34.1,28.84,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.632,0.205,0.163,13.66,16.2,10.64,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.305,0.694,0.01,32.94,34.54,30.41,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.646,0.35,0.01,23.6,25.3,21.71,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.55,0.429,0.021,24.6,27.53,22.84,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.498,0.528,0.01,22.72,24.36,19.73,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.851,0.072,0.077,13.36,15.38,11.58,Unripe,Bland or bitter,Grade_3,Do not buy
0.648,0.345,0.01,15.91,17.99,13.04,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.683,0.254,0.062,23.02,25.96,20.54,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.913,0.092,0.01,26.18,28.82,23.17,Unripe,Bitter vegetal,Grade_3,Do not buy
0.3,0.573,0.126,13.49,16.66,10.85,Mostly Ripe,Bland or bitter,Grade_2,Highly recommended
0.581,0.241,0.178,14.4,16.62,11.11,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.088,0.703,0.208,22.76,26.16,20.67,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.611,0.296,0.093,15.76,18.31,13.69,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.312,0.578,0.11,13.87,16.67,11.54,Mostly Ripe,Bland or bitter,Grade_2,Highly recommended
0.57,0.382,0.048,30.94,33.0,27.48,Color Break,Fermented or mushy,Grade_2,Buy and consume immediately
0.137,0.648,0.215,32.39,35.26,28.98,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.372,0.525,0.103,29.49,31.77,26.0,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.472,0.455,0.072,13.77,15.42,12.27,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.226,0.64,0.134,24.88,26.39,22.76,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.192,0.648,0.16,13.41,16.3,10.83,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.052,0.743,0.205,15.53,18.0,12.22,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.356,0.452,0.192,32.91,34.54,31.32,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.432,0.508,0.06,31.44,33.47,29.68,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.466,0.446,0.089,15.0,17.28,12.57,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.365,0.483,0.152,30.33,33.81,27.33,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.093,0.669,0.238,14.5,16.66,12.18,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.323,0.599,0.078,29.21,31.71,26.77,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.249,0.616,0.135,14.18,17.1,11.92,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.862,0.075,0.063,24.77,28.06,21.85,Unripe,Bitter vegetal,Grade_3,Do not buy
0.344,0.645,0.01,15.89,19.36,13.56,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.392,0.478,0.129,14.95,17.8,12.85,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.62,0.287,0.093,24.96,27.19,21.7,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.535,0.404,0.061,30.6,33.28,27.73,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.531,0.491,0.01,29.01,31.62,26.35,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.235,0.561,0.204,25.56,27.37,23.01,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.889,0.106,0.01,15.24,17.42,11.84,Unripe,Bitter vegetal,Grade_3,Do not buy
0.057,0.673,0.27,14.79,16.33,12.07,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.648,0.239,0.112,26.99,29.84,25.23,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.722,0.25,0.028,14.08,16.61,11.65,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.901,0.061,0.038,27.16,30.37,24.22,Unripe,Bitter vegetal,Grade_3,Do not buy
0.51,0.541,0.01,29.45,31.27,26.18,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.149,0.685,0.166,15.32,18.0,12.95,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.145,0.654,0.202,28.27,30.83,26.23,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.13,0.601,0.269,31.58,34.95,29.66,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.349,0.666,0.01,30.73,33.47,27.82,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.366,0.453,0.18,23.8,26.72,21.33,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.74,0.343,0.01,23.31,26.02,20.75,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.746,0.35,0.01,26.75,28.34,23.65,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.516,0.534,0.01,13.56,15.69,11.62,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.571,0.226,0.203,30.16,32.34,28.28,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.186,0.598,0.216,29.3,30.97,26.11,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.084,0.633,0.283,15.61,17.89,14.0,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.734,0.281,0.01,14.77,18.17,12.73,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.301,0.586,0.113,26.49,29.36,24.78,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.102,0.686,0.212,29.68,31.4,27.42,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.489,0.435,0.077,30.2,32.91,27.49,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.376,0.549,0.075,15.32,17.18,12.44,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.166,0.556,0.277,30.76,32.81,28.01,Mostly Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.289,0.598,0.113,32.34,34.69,28.99,Mostly Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.33,0.561,0.109,23.27,26.47,21.12,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.618,0.379,0.01,14.28,17.39,12.39,Color Break,Bland or bitter,Grade_2,Can buy and ripen
0.519,0.409,0.072,23.29,25.68,21.45,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.696,0.237,0.067,30.41,33.45,27.63,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.676,0.351,0.01,29.96,32.1,27.78,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.14,0.711,0.149,15.92,18.06,13.76,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.285,0.63,0.086,14.16,16.12,11.32,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.652,0.26,0.088,23.13,25.1,19.84,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.055,0.63,0.315,15.26,18.45,13.15,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.839,0.137,0.024,25.76,29.25,22.65,Unripe,Bitter vegetal,Grade_3,Do not buy
0.116,0.734,0.15,31.88,34.26,29.24,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.912,0.123,0.01,15.76,18.09,13.07,Unripe,Bitter vegetal,Grade_3,Do not buy
0.863,0.048,0.089,25.95,27.79,23.63,Unripe,Bitter vegetal,Grade_3,Do not buy
0.918,0.08,0.01,29.21,31.37,26.76,Unripe,Bitter vegetal,Grade_3,Do not buy
0.83,0.032,0.138,24.35,27.74,22.71,Unripe,Bitter vegetal,Grade_3,Do not buy
0.273,0.556,0.171,14.94,16.83,11.63,Mostly Ripe,Bland or bitter,Grade_2,Highly recommended
0.561,0.262,0.178,25.63,28.67,22.98,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.715,0.397,0.01,23.09,25.73,20.42,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.85,0.085,0.065,31.48,34.79,29.71,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.728,0.278,0.01,14.68,16.8,13.08,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.925,0.067,0.01,13.19,16.66,10.49,Unripe,Bland or bitter,Grade_3,Do not buy
0.725,0.4,0.01,25.78,28.49,22.43,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.073,0.674,0.253,15.65,19.1,12.43,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.153,0.697,0.15,25.98,29.37,23.13,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.507,0.455,0.038,32.04,33.95,29.32,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.914,0.082,0.01,30.95,34.19,29.4,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.082,0.628,0.291,15.79,18.29,13.83,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.069,0.633,0.297,15.13,16.68,12.66,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.195,0.612,0.193,29.21,32.62,27.59,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.228,0.623,0.149,13.44,15.41,10.18,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.88,0.102,0.018,24.05,27.21,21.81,Unripe,Bitter vegetal,Grade_3,Do not buy
0.913,0.083,0.01,15.35,18.69,13.7,Unripe,Bitter vegetal,Grade_3,Do not buy
0.14,0.66,0.2,14.96,18.44,11.98,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.083,0.724,0.193,28.07,31.33,25.32,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.335,0.607,0.057,23.4,26.11,21.41,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.879,0.058,0.063,24.43,27.58,22.27,Unripe,Bitter vegetal,Grade_3,Do not buy
0.866,0.104,0.03,30.87,33.58,27.97,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.109,0.738,0.153,26.89,29.1,24.46,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.416,0.461,0.124,25.47,27.25,22.26,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.061,0.698,0.241,24.86,27.64,22.91,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.394,0.529,0.077,15.68,18.86,12.82,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.891,0.074,0.035,32.57,35.14,29.36,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.058,0.727,0.215,25.77,28.52,23.31,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.348,0.617,0.035,29.65,31.71,26.26,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.622,0.201,0.177,28.64,31.38,26.31,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.875,0.114,0.011,14.4,16.48,12.25,Unripe,Bland or bitter,Grade_3,Do not buy
0.866,0.136,0.01,25.84,28.04,22.82,Unripe,Bitter vegetal,Grade_3,Do not buy
0.053,0.683,0.264,27.41,29.2,24.46,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.565,0.32,0.115,23.23,25.29,21.03,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.604,0.32,0.075,30.3,33.0,28.0,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.588,0.29,0.121,28.66,31.68,25.29,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.101,0.6,0.298,23.06,25.44,20.69,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.106,0.687,0.207,24.04,27.44,21.82,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.37,0.406,0.224,31.25,34.59,29.66,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.419,0.403,0.178,28.18,30.52,25.01,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.475,0.511,0.015,27.22,29.57,23.88,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.265,0.656,0.079,14.25,17.19,12.03,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.919,0.046,0.035,24.82,27.13,21.7,Unripe,Bitter vegetal,Grade_3,Do not buy
0.469,0.482,0.049,15.78,18.99,13.35,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.323,0.564,0.113,24.17,26.63,21.9,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.212,0.643,0.146,24.12,26.96,22.18,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.118,0.614,0.269,25.04,28.48,22.24,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.685,0.325,0.01,23.24,26.5,20.42,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.609,0.293,0.098,31.3,33.31,28.01,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.447,0.42,0.133,23.08,26.27,20.25,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.887,0.131,0.01,29.57,31.25,26.36,Unripe,Bitter vegetal,Grade_3,Do not buy
0.873,0.13,0.01,13.95,17.31,10.75,Unripe,Bland or bitter,Grade_3,Do not buy
0.925,0.038,0.037,15.37,17.78,12.07,Unripe,Bitter vegetal,Grade_3,Do not buy
0.289,0.693,0.018,22.7,25.49,20.83,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.191,0.588,0.221,25.79,29.03,22.79,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.322,0.574,0.104,31.06,34.55,28.5,Mostly Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.134,0.622,0.244,27.06,28.82,24.97,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.221,0.656,0.123,29.93,32.1,28.4,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.912,0.107,0.01,28.11,30.77,24.98,Unripe,Bitter vegetal,Grade_3,Do not buy
0.805,0.03,0.164,30.03,31.62,27.41,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.632,0.355,0.014,14.21,17.14,11.98,Color Break,Bland or bitter,Grade_2,Can buy and ripen
0.822,0.101,0.077,13.88,16.56,12.11,Unripe,Bland or bitter,Grade_3,Do not buy
0.262,0.558,0.179,14.82,17.54,11.75,Mostly Ripe,Bland or bitter,Grade_2,Highly recommended
0.285,0.625,0.091,26.62,28.92,24.1,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
